snapshot_date,product_id,stock_qty,reorder_point,days_of_stock
2015-04-01,OFF-PA-10003883,55,1.27,434.2
2015-04-01,TEC-PH-10002807,64,1.71,523.6
2015-04-01,FUR-FU-10002364,48,1.92,523.6
2015-04-01,OFF-SU-10001664,46,1.17,394.3
2015-04-01,FUR-TA-10003238,32,1.54,436.4
2015-04-01,TEC-PH-10001536,50,1.4,500.0
2015-04-01,OFF-AR-10004956,57,1.17,488.6
2015-04-01,OFF-AR-10003696,24,0.44,540.0
2015-04-01,OFF-PA-10000551,42,0.83,504.0
2015-04-01,OFF-BI-10004506,35,0.8,437.5
2015-04-01,OFF-PA-10000740,64,1.33,480.0
2015-04-01,FUR-CH-10002084,71,3.22,463.0
2015-04-01,OFF-AP-10000692,45,1.06,426.3
2015-04-01,OFF-AP-10000252,64,1.33,480.0
2015-04-01,FUR-FU-10004748,51,2.1,510.0
2015-04-01,OFF-AR-10000538,86,1.67,516.0
2015-04-01,TEC-PH-10001079,87,2.96,412.1
2015-04-01,OFF-AP-10003842,53,1.33,397.5
2015-04-01,FUR-CH-10000553,88,4.03,459.1
2015-04-01,OFF-AR-10003469,66,1.5,440.0
2015-04-01,OFF-PA-10003790,62,1.44,429.2
2015-04-01,FUR-BO-10002202,26,1.05,520.0
2015-04-01,OFF-AP-10002765,37,0.83,444.0
2015-04-01,OFF-ST-10003692,57,1.17,488.6
2015-04-01,TEC-PH-10001051,59,1.63,505.7
2015-04-01,OFF-AR-10000817,84,1.67,504.0
2015-04-01,OFF-SU-10000952,89,1.83,485.5
2015-04-01,FUR-FU-10004597,33,1.4,495.0
2015-04-01,OFF-BI-10002982,60,1.37,439.0
2015-04-01,OFF-PA-10004285,49,1.17,420.0
2015-04-01,OFF-AP-10001391,65,1.5,433.3
2015-04-01,TEC-PH-10001944,66,1.87,495.0
2015-04-01,OFF-PA-10001776,50,1.04,482.1
2015-04-01,TEC-AC-10004145,103,2.89,498.4
2015-04-01,OFF-PA-10003919,34,0.67,510.0
2015-04-01,OFF-PA-10002001,0,1.0,0.0
2015-04-01,OFF-PA-10002787,45,0.9,497.4
2015-04-01,OFF-ST-10003123,45,0.96,469.6
2015-04-01,FUR-FU-10000308,49,3.03,339.2
2015-04-01,TEC-CO-10003763,75,2.22,473.7
2015-04-01,FUR-TA-10001866,29,1.4,435.0
2015-04-01,OFF-AP-10002222,47,1.08,433.8
2015-04-01,OFF-PA-10003971,54,1.11,486.0
2015-04-01,OFF-AP-10004036,55,1.33,412.5
2015-04-01,OFF-AP-10002287,94,1.83,512.7
2015-04-01,FUR-TA-10001950,74,3.32,467.4
2015-04-01,TEC-PH-10001527,30,1.0,420.0
2015-04-01,TEC-AC-10003095,49,1.32,518.8
2015-04-01,TEC-AC-10000358,56,1.87,420.0
2015-04-01,OFF-EN-10004147,48,1.0,480.0
2015-04-01,FUR-FU-10001468,91,4.38,436.8
2015-04-01,OFF-PA-10000380,80,1.76,454.1
2015-04-01,OFF-AP-10000026,110,2.25,488.9
2015-04-01,OFF-PA-10003936,49,1.08,452.3
2015-04-01,FUR-FU-10002501,91,4.55,420.0
2015-04-01,OFF-AP-10001205,72,1.58,454.7
2015-04-01,OFF-BI-10004141,40,0.92,436.4
2015-04-01,OFF-BI-10000632,61,1.27,481.6
2015-04-01,TEC-AC-10004864,31,0.93,465.0
2015-04-01,TEC-MA-10000597,42,1.17,504.0
2015-04-01,OFF-PA-10002960,104,2.33,445.7
2015-04-01,OFF-PA-10000919,57,1.33,427.5
2015-04-01,OFF-BI-10001553,43,0.92,469.1
2015-04-01,OFF-AP-10004540,54,1.08,498.5
2015-04-01,FUR-CH-10001714,41,1.82,473.1
2015-04-01,FUR-FU-10002298,76,3.36,475.0
2015-04-01,OFF-AR-10000315,48,0.89,540.0
2015-04-01,OFF-FA-10000936,70,1.58,442.1
2015-04-01,OFF-SU-10004768,37,0.78,475.7
2015-04-01,OFF-PA-10002581,67,1.67,402.0
2015-04-01,OFF-AP-10002403,58,1.17,497.1
2015-04-01,OFF-AR-10003087,80,1.67,480.0
2015-04-01,TEC-PH-10000141,66,1.71,540.0
2015-04-01,TEC-CO-10000971,52,1.49,487.5
2015-04-01,OFF-FA-10001229,46,1.0,460.0
2015-04-01,OFF-BI-10002437,52,1.0,520.0
2015-04-01,OFF-PA-10004255,116,2.17,535.4
2015-04-01,OFF-PA-10001184,70,1.6,437.5
2015-04-01,TEC-AC-10002637,72,2.05,490.9
2015-04-01,FUR-BO-10000780,69,3.08,470.5
2015-04-01,TEC-PH-10003072,73,2.33,438.0
2015-04-01,TEC-MA-10000112,173,4.67,519.0
2015-04-01,TEC-AC-10004171,69,2.26,428.3
2015-04-01,FUR-TA-10002645,78,3.5,468.0
2015-04-01,OFF-BI-10003784,59,1.25,472.0
2015-04-01,OFF-BI-10001617,82,1.73,473.1
2015-04-01,FUR-CH-10002439,81,4.34,391.9
2015-04-01,OFF-AP-10003057,86,1.56,552.9
2015-04-01,FUR-TA-10000849,45,2.28,415.4
2015-04-01,OFF-EN-10002973,64,1.33,480.0
2015-04-01,OFF-BI-10003963,81,1.78,455.6
2015-04-01,OFF-LA-10000081,58,1.17,497.1
2015-04-01,OFF-PA-10000726,79,1.58,498.9
2015-04-01,OFF-PA-10004983,63,1.28,493.0
2015-04-01,FUR-FU-10002107,65,3.32,410.5
2015-04-01,FUR-CH-10001190,54,2.33,486.0
2015-04-01,TEC-AC-10000682,67,1.87,502.5
2015-04-01,OFF-LA-10004545,68,1.33,510.0
2015-04-01,OFF-SU-10002557,26,0.5,520.0
2015-04-01,TEC-PH-10000912,62,1.87,465.0
2015-04-01,OFF-ST-10001837,66,1.48,447.1
2015-04-01,OFF-AR-10001473,43,1.11,387.0
2015-04-01,TEC-PH-10001835,72,2.18,462.9
2015-04-01,OFF-PA-10002245,58,1.5,386.7
2015-04-01,OFF-EN-10004483,66,1.52,433.1
2015-04-01,OFF-SU-10000151,87,1.83,474.5
2015-04-01,OFF-AP-10001293,59,1.43,413.0
2015-04-01,TEC-PH-10000675,46,1.4,460.0
2015-04-01,OFF-ST-10003470,58,1.39,417.6
2015-04-01,OFF-LA-10004559,68,1.33,510.0
2015-04-01,OFF-AP-10002651,88,2.07,425.8
2015-04-01,TEC-AC-10002550,56,1.8,435.6
2015-04-01,OFF-BI-10000829,81,1.78,455.6
2015-04-01,TEC-PH-10002555,70,2.02,484.6
2015-04-01,FUR-BO-10003450,80,3.27,514.3
2015-04-01,FUR-FU-10004665,63,2.8,472.5
2015-04-01,TEC-PH-10000369,78,2.22,492.6
2015-04-01,TEC-AC-10001590,42,1.17,504.0
2015-04-01,FUR-FU-10004909,71,3.15,473.3
2015-04-01,FUR-BO-10004357,96,3.97,508.2
2015-04-01,TEC-AC-10000387,35,0.93,525.0
2015-04-01,OFF-BI-10001308,63,1.43,441.0
2015-04-01,OFF-AP-10002734,46,1.0,460.0
2015-04-01,FUR-FU-10004587,74,3.5,444.0
2015-04-01,TEC-PH-10004833,102,3.03,470.8
2015-04-01,FUR-FU-10001847,49,2.1,490.0
2015-04-01,FUR-FU-10002045,80,3.97,423.5
2015-04-01,FUR-FU-10004671,44,1.96,471.4
2015-04-01,FUR-TA-10003569,59,2.94,421.4
2015-04-01,OFF-PA-10001752,38,0.78,488.6
2015-04-01,TEC-MA-10003356,42,1.17,504.0
2015-04-01,OFF-AR-10003727,69,1.42,487.1
2015-04-01,TEC-AC-10001635,67,2.33,402.0
2015-04-01,OFF-LA-10003663,74,1.44,512.3
2015-04-01,TEC-CO-10004722,65,1.87,487.5
2015-04-01,TEC-MA-10002210,73,2.33,438.0
2015-04-01,OFF-BI-10003196,65,1.42,458.8
2015-04-01,FUR-CH-10002017,44,2.1,440.0
2015-04-01,FUR-FU-10003829,66,2.8,495.0
2015-04-01,OFF-PA-10000697,66,1.33,495.0
2015-04-01,OFF-AR-10004691,38,0.89,427.5
2015-04-01,OFF-BI-10000948,51,1.13,450.0
2015-04-01,OFF-PA-10000223,49,1.17,420.0
2015-04-01,OFF-PA-10000062,58,1.22,474.5
2015-04-01,FUR-BO-10003404,84,3.5,504.0
2015-04-01,OFF-BI-10004233,79,1.61,490.3
2015-04-01,TEC-PH-10002834,90,2.68,469.6
2015-04-01,FUR-CH-10003761,54,2.8,405.0
2015-04-01,OFF-PA-10004665,64,1.33,480.0
2015-04-01,OFF-BI-10001196,63,1.42,444.7
2015-04-01,TEC-MA-10002981,45,1.4,450.0
2015-04-01,TEC-PH-10003601,45,1.4,450.0
2015-04-01,OFF-BI-10002003,89,1.8,494.4
2015-04-01,OFF-PA-10003016,61,1.6,381.2
2015-04-01,OFF-PA-10002246,56,1.22,458.2
2015-04-01,TEC-PH-10002890,46,1.63,394.3
2015-04-01,TEC-MA-10003626,94,2.8,470.0
2015-04-01,TEC-MA-10002412,94,2.8,470.0
2015-04-01,OFF-AR-10003183,48,1.0,480.0
2015-04-01,OFF-PA-10002319,39,0.89,438.8
2015-04-01,OFF-PA-10001246,54,1.17,462.9
2015-04-01,OFF-PA-10001815,65,1.33,487.5
2015-04-01,FUR-FU-10001876,42,2.2,400.9
2015-04-01,TEC-PH-10000673,77,2.33,462.0
2015-04-01,TEC-PH-10002075,48,1.4,480.0
2015-04-01,TEC-PH-10003691,70,2.1,466.7
2015-04-01,OFF-SU-10000157,47,1.14,411.2
2015-04-01,TEC-AC-10004227,59,2.07,399.7
2015-04-01,TEC-AC-10004127,65,1.87,487.5
2015-04-01,FUR-CH-10002758,52,2.45,445.7
2015-04-01,OFF-ST-10000532,61,1.72,354.2
2015-04-01,TEC-AC-10003709,56,1.96,400.0
2015-04-01,OFF-BI-10003166,65,1.28,508.7
2015-04-01,OFF-ST-10004835,45,0.89,506.3
2015-04-01,OFF-AP-10000159,77,1.67,462.0
2015-04-01,OFF-AP-10001242,52,1.13,458.8
2015-04-01,TEC-AC-10003433,42,1.21,484.6
2015-04-01,TEC-PH-10003187,36,1.05,480.0
2015-04-01,OFF-FA-10002763,68,1.39,489.6
2015-04-01,OFF-PA-10004239,50,1.0,500.0
2015-04-01,OFF-PA-10004782,54,1.11,486.0
2015-04-01,FUR-FU-10001185,95,3.92,508.9
2015-04-01,OFF-PA-10003270,56,1.5,373.3
2015-04-01,OFF-PA-10002421,82,1.67,492.0
2015-04-01,OFF-PA-10002923,27,0.72,373.8
2015-04-01,OFF-ST-10001128,51,1.44,353.1
2015-04-01,OFF-PA-10000520,63,1.27,497.4
2015-04-01,FUR-FU-10003832,67,2.98,472.9
2015-04-01,FUR-FU-10000409,34,1.63,437.1
2015-04-01,TEC-PH-10004389,94,2.57,512.7
2015-04-01,OFF-SU-10000946,75,1.75,428.6
2015-04-01,FUR-FU-10001546,36,1.75,432.0
2015-04-01,OFF-PA-10000791,71,1.44,491.5
2015-04-01,OFF-PA-10003739,37,0.67,555.0
2015-04-01,FUR-FU-10000771,89,3.85,485.5
2015-04-01,OFF-ST-10002615,65,1.79,362.8
2015-04-01,OFF-PA-10000327,69,1.56,443.6
2015-04-01,OFF-EN-10003286,70,1.67,420.0
2015-04-01,OFF-AR-10003772,38,0.83,456.0
2015-04-01,OFF-AR-10003338,47,1.0,470.0
2015-04-01,FUR-FU-10002116,44,2.1,440.0
2015-04-01,FUR-CH-10000422,72,3.4,444.7
2015-04-01,FUR-FU-10002685,24,1.05,480.0
2015-04-01,FUR-FU-10004963,75,3.08,511.4
2015-04-01,OFF-BI-10000174,86,1.96,439.1
2015-04-01,FUR-CH-10004875,44,1.98,465.9
2015-04-01,FUR-FU-10000305,41,1.63,527.1
2015-04-01,TEC-PH-10001459,136,3.64,523.1
2015-04-01,FUR-FU-10002445,42,2.0,441.0
2015-04-01,OFF-PA-10000213,79,1.78,444.4
2015-04-01,FUR-CH-10001797,80,4.55,369.2
2015-04-01,OFF-PA-10003848,59,1.24,476.5
2015-04-01,FUR-FU-10000755,134,5.25,536.0
2015-04-01,FUR-FU-10000550,40,2.22,378.9
2015-04-01,TEC-MA-10004521,42,1.4,420.0
2015-04-01,OFF-BI-10003655,95,1.83,518.2
2015-04-01,OFF-AP-10003779,33,0.67,495.0
2015-04-01,OFF-FA-10002701,61,1.33,457.5
2015-04-01,OFF-BI-10002799,108,2.22,486.0
2015-04-01,OFF-AR-10003582,50,1.11,450.0
2015-04-01,FUR-FU-10004666,48,2.33,432.0
2015-04-01,OFF-EN-10002312,44,0.89,495.0
2015-04-01,FUR-CH-10002320,72,3.27,462.9
2015-04-01,OFF-AR-10001216,51,1.11,459.0
2015-04-01,FUR-FU-10003247,69,2.94,492.9
2015-04-01,FUR-TA-10003837,42,1.75,504.0
2015-04-01,TEC-PH-10002350,40,1.17,480.0
2015-04-01,TEC-AC-10000397,68,1.87,510.0
2015-04-01,TEC-AC-10004001,78,2.33,468.0
2015-04-01,OFF-PA-10001534,69,1.4,492.9
2015-04-01,FUR-FU-10002379,67,2.8,502.5
2015-04-01,TEC-PH-10000526,77,2.52,427.8
2015-04-01,OFF-PA-10001977,38,0.75,506.7
2015-04-01,FUR-BO-10003660,26,0.93,585.0
2015-04-01,OFF-BI-10001267,78,1.67,468.0
2015-04-01,OFF-PA-10002741,101,2.0,505.0
2015-04-01,OFF-PA-10001471,68,1.33,510.0
2015-04-01,TEC-MA-10001972,40,1.12,500.0
2015-04-01,FUR-FU-10003464,60,2.57,490.9
2015-04-01,OFF-PA-10004438,51,1.11,459.0
2015-04-01,FUR-FU-10004586,35,1.68,437.5
2015-04-01,TEC-PH-10004908,58,1.94,417.6
2015-04-01,FUR-CH-10004495,49,2.28,452.3
2015-04-01,TEC-MA-10000418,52,1.4,520.0
2015-04-01,OFF-BI-10004600,48,1.28,375.7
2015-04-01,OFF-BI-10004040,85,1.75,485.7
2015-04-01,OFF-AR-10001615,54,1.19,453.6
2015-04-01,TEC-PH-10001299,40,1.4,400.0
2015-04-01,OFF-AR-10004260,120,2.33,514.3
2015-04-01,OFF-EN-10004773,54,1.25,432.0
2015-04-01,OFF-BI-10001787,60,1.42,423.5
2015-04-01,OFF-ST-10002957,46,1.07,431.2
2015-04-01,OFF-FA-10001883,109,2.25,484.4
2015-04-01,TEC-PH-10001644,66,1.87,495.0
2015-04-01,OFF-LA-10000407,79,1.67,474.0
2015-04-01,TEC-AC-10000420,88,2.45,502.9
2015-04-01,OFF-EN-10004846,59,1.44,408.5
2015-04-01,OFF-SU-10003567,69,1.42,487.1
2015-04-01,OFF-ST-10002301,33,0.78,424.3
2015-04-01,TEC-PH-10003095,63,1.8,490.0
2015-04-01,TEC-PH-10004912,57,1.71,466.4
2015-04-01,OFF-AR-10000799,58,1.17,497.1
2015-04-01,OFF-PA-10004609,54,1.17,462.9
2015-04-01,TEC-PH-10003171,52,1.49,487.5
2015-04-01,OFF-AP-10000595,39,0.83,468.0
2015-04-01,TEC-AC-10003399,33,1.4,330.0
2015-04-01,TEC-MA-10002428,91,2.64,481.8
2015-04-01,TEC-PH-10001128,69,2.45,394.3
2015-04-01,OFF-PA-10001033,52,1.26,412.9
2015-04-01,TEC-AC-10000474,70,1.98,494.1
2015-04-01,FUR-FU-10002963,34,1.4,510.0
2015-04-01,FUR-FU-10000193,47,2.33,423.0
2015-04-01,OFF-BI-10000962,79,1.71,460.8
2015-04-01,OFF-AP-10002867,62,1.25,496.0
2015-04-01,FUR-BO-10002916,46,2.62,368.0
2015-04-01,FUR-TA-10004152,62,2.8,465.0
2015-04-01,FUR-FU-10000672,70,3.08,477.3
2015-04-01,FUR-BO-10002598,62,2.66,489.5
2015-04-01,OFF-PA-10004610,68,1.44,470.8
2015-04-01,FUR-FU-10000320,76,3.5,456.0
2015-04-01,FUR-CH-10003535,58,2.68,453.9
2015-04-01,FUR-FU-10003919,49,2.1,490.0
2015-04-01,OFF-PA-10000174,55,1.2,458.3
2015-04-01,FUR-FU-10002703,32,1.4,480.0
2015-04-01,TEC-PH-10002415,38,1.09,488.6
2015-04-01,OFF-AR-10000657,63,1.47,429.5
2015-04-01,OFF-PA-10004996,53,1.17,454.3
2015-04-01,OFF-PA-10003363,68,1.42,480.0
2015-04-01,TEC-AC-10002305,65,2.02,450.0
2015-04-01,TEC-AC-10000990,92,2.57,501.8
2015-04-01,FUR-BO-10001608,89,4.2,445.0
2015-04-01,FUR-BO-10000112,0,2.1,0.0
2015-04-01,TEC-PH-10004120,73,2.02,505.4
2015-04-01,OFF-BI-10003476,79,1.75,451.4
2015-04-01,TEC-MA-10002859,85,2.57,463.6
2015-04-01,OFF-AP-10001947,81,1.72,470.3
2015-04-01,OFF-LA-10001982,62,1.33,465.0
2015-04-01,TEC-PH-10003484,69,2.49,388.1
2015-04-01,OFF-PA-10000007,93,1.83,507.3
2015-04-01,OFF-PA-10000552,49,1.0,490.0
2015-04-01,OFF-AR-10004062,83,1.67,498.0
2015-04-01,OFF-ST-10000321,37,0.73,504.5
2015-04-01,TEC-AC-10002134,57,1.87,427.5
2015-04-01,TEC-PH-10004071,82,2.33,492.0
2015-04-01,OFF-PA-10004039,33,0.75,440.0
2015-04-01,OFF-AR-10001725,27,0.67,405.0
2015-04-01,OFF-AR-10004269,82,1.6,512.5
2015-04-01,OFF-BI-10003007,63,1.38,456.2
2015-04-01,OFF-SU-10002522,34,0.8,425.0
2015-04-01,TEC-AC-10004859,85,2.8,425.0
2015-04-01,TEC-AC-10002558,59,1.87,442.5
2015-04-01,FUR-FU-10001731,59,3.24,382.7
2015-04-01,OFF-SU-10004782,60,1.14,525.0
2015-04-01,OFF-SU-10000432,50,1.25,400.0
2015-04-01,OFF-LA-10004409,67,1.67,402.0
2015-04-01,OFF-ST-10001031,51,1.17,437.1
2015-04-01,OFF-LA-10000476,44,0.83,528.0
2015-04-01,OFF-AR-10002987,57,1.22,466.4
2015-04-01,TEC-CO-10001571,24,0.78,432.0
2015-04-01,FUR-FU-10003026,54,2.1,540.0
2015-04-01,OFF-ST-10001034,77,1.67,462.0
2015-04-01,TEC-AC-10000521,34,0.93,510.0
2015-04-01,OFF-SU-10003002,30,0.67,450.0
2015-04-01,TEC-PH-10000730,60,1.87,450.0
2015-04-01,FUR-CH-10004983,98,4.34,474.2
2015-04-01,OFF-FA-10001332,53,1.0,530.0
2015-04-01,TEC-AC-10001874,52,1.71,425.5
2015-04-01,OFF-BI-10000494,24,0.5,480.0
2015-04-01,FUR-TA-10003469,36,1.68,450.0
2015-04-01,OFF-AR-10003179,61,1.56,392.1
2015-04-01,FUR-CH-10003606,26,0.7,780.0
2015-04-01,FUR-CH-10003298,48,2.6,387.7
2015-04-01,OFF-LA-10003537,42,0.83,504.0
2015-04-01,OFF-PA-10000069,66,1.44,456.9
2015-04-01,OFF-PA-10004733,65,1.44,450.0
2015-04-01,TEC-AC-10004814,45,1.4,450.0
2015-04-01,OFF-SU-10002301,71,1.5,473.3
2015-04-01,OFF-BI-10004318,55,1.06,521.1
2015-04-01,FUR-FU-10004164,48,2.1,480.0
2015-04-01,TEC-AC-10001539,58,1.98,409.4
2015-04-01,TEC-PH-10002789,63,1.87,472.5
2015-04-01,OFF-BI-10004828,66,1.25,528.0
2015-04-01,OFF-AR-10001770,53,1.08,489.2
2015-04-01,FUR-FU-10004904,76,3.32,480.0
2015-04-01,FUR-FU-10002396,59,2.8,442.5
2015-04-01,TEC-AC-10002331,94,3.03,433.8
2015-04-01,TEC-AC-10001090,39,0.93,585.0
2015-04-01,FUR-BO-10004218,59,3.73,331.9
2015-04-01,TEC-PH-10001619,37,1.17,444.0
2015-04-01,OFF-PA-10000246,37,1.0,370.0
2015-04-01,OFF-PA-10001461,128,2.33,548.6
2015-04-01,OFF-AR-10004165,83,2.0,415.0
2015-04-01,OFF-EN-10001028,48,1.0,480.0
2015-04-01,TEC-PH-10003535,36,0.93,540.0
2015-04-01,FUR-FU-10001085,57,2.45,488.6
2015-04-01,OFF-AR-10003481,57,1.33,427.5
2015-04-01,OFF-PA-10002606,139,2.67,521.2
2015-04-01,FUR-FU-10003731,61,2.62,488.0
2015-04-01,OFF-AP-10001962,106,2.33,454.3
2015-04-01,FUR-FU-10003798,79,3.5,474.0
2015-04-01,OFF-AR-10002704,26,0.33,780.0
2015-04-01,TEC-AC-10002942,51,1.59,450.0
2015-04-01,TEC-MA-10001016,50,1.4,500.0
2015-04-01,TEC-AC-10001553,80,2.43,461.5
2015-04-01,FUR-FU-10001215,69,2.98,487.1
2015-04-01,OFF-PA-10002499,31,0.67,465.0
2015-04-01,TEC-PH-10003215,71,2.1,473.3
2015-04-01,OFF-LA-10002945,72,1.61,446.9
2015-04-01,OFF-AR-10002766,83,1.83,452.7
2015-04-01,TEC-PH-10004434,57,1.87,427.5
2015-04-01,FUR-BO-10000711,82,4.2,410.0
2015-04-01,OFF-BI-10001120,68,1.44,470.8
2015-04-01,OFF-AP-10004655,42,0.83,504.0
2015-04-01,FUR-BO-10004360,33,1.4,495.0
2015-04-01,TEC-AC-10000199,41,1.17,492.0
2015-04-01,TEC-MA-10001127,58,1.87,435.0
2015-04-01,OFF-AR-10001227,66,1.33,495.0
2015-04-01,FUR-CH-10000229,40,1.75,480.0
2015-04-01,FUR-BO-10002853,33,1.58,440.0
2015-04-01,OFF-PA-10004022,26,0.5,520.0
2015-04-01,OFF-PA-10004248,60,1.33,450.0
2015-04-01,OFF-PA-10001363,66,1.6,412.5
2015-04-01,OFF-BI-10003876,59,1.27,465.8
2015-04-01,OFF-EN-10004007,60,1.33,450.0
2015-04-01,FUR-BO-10003894,71,3.27,456.4
2015-04-01,TEC-MA-10001570,77,2.33,462.0
2015-04-01,FUR-FU-10003930,121,4.9,518.6
2015-04-01,OFF-PA-10000232,43,0.8,537.5
2015-04-01,OFF-AR-10001972,81,1.56,520.7
2015-04-01,OFF-AR-10004587,27,0.5,540.0
2015-04-01,OFF-AP-10001366,60,1.42,423.5
2015-04-01,OFF-BI-10000216,76,1.5,506.7
2015-04-01,TEC-MA-10001047,90,2.57,490.9
2015-04-01,OFF-LA-10003720,88,1.67,528.0
2015-04-01,TEC-MA-10003246,55,1.87,412.5
2015-04-01,FUR-FU-10000175,64,2.8,480.0
2015-04-01,OFF-PA-10000556,70,1.5,466.7
2015-04-01,TEC-AC-10003237,54,1.71,441.8
2015-04-01,OFF-EN-10003068,48,1.0,480.0
2015-04-01,FUR-FU-10004053,29,1.26,483.3
2015-04-01,OFF-PA-10000565,42,0.83,504.0
2015-04-01,OFF-LA-10000414,68,1.25,544.0
2015-04-01,OFF-AP-10002998,84,1.89,444.7
2015-04-01,FUR-BO-10004690,78,3.15,520.0
2015-04-01,OFF-AR-10002445,79,1.67,474.0
2015-04-01,FUR-BO-10003546,81,3.85,441.8
2015-04-01,FUR-TA-10003392,77,3.27,495.0
2015-04-01,OFF-AR-10003217,91,1.83,496.4
2015-04-01,OFF-ST-10001932,64,1.24,516.9
2015-04-01,OFF-AR-10001761,80,1.6,500.0
2015-04-01,OFF-EN-10003567,44,1.11,396.0
2015-04-01,OFF-PA-10003022,71,1.53,463.0
2015-04-01,FUR-TA-10004442,42,2.1,420.0
2015-04-01,OFF-ST-10000129,102,2.0,510.0
2015-04-01,OFF-PA-10004948,42,1.0,420.0
2015-04-01,OFF-PA-10001725,38,0.83,456.0
2015-04-01,TEC-PH-10000213,58,1.71,474.5
2015-04-01,OFF-PA-10000807,63,1.33,472.5
2015-04-01,OFF-ST-10003805,86,1.89,455.3
2015-04-01,OFF-PA-10004353,80,1.87,428.6
2015-04-01,OFF-EN-10004206,36,0.67,540.0
2015-04-01,OFF-LA-10003388,37,0.67,555.0
2015-04-01,TEC-PH-10000193,62,1.87,465.0
2015-04-01,FUR-FU-10002111,50,2.33,450.0
2015-04-01,OFF-ST-10000885,63,1.33,472.5
2015-04-01,OFF-PA-10002709,134,2.67,502.5
2015-04-01,FUR-FU-10003424,87,3.73,489.4
2015-04-01,OFF-BI-10003718,104,2.0,520.0
2015-04-01,FUR-FU-10002508,47,2.1,470.0
2015-04-01,OFF-AP-10004052,58,1.2,483.3
2015-04-01,OFF-PA-10003134,52,1.0,520.0
2015-04-01,FUR-FU-10000719,67,2.98,472.9
2015-04-01,FUR-BO-10003893,131,5.6,491.2
2015-04-01,TEC-CO-10001943,102,2.68,532.2
2015-04-01,FUR-CH-10000749,104,4.55,480.0
2015-04-01,OFF-PA-10003228,79,1.67,474.0
2015-04-01,TEC-AC-10001542,43,1.56,387.0
2015-04-01,TEC-AC-10004877,64,2.15,417.4
2015-04-01,TEC-PH-10001305,97,2.49,545.6
2015-04-01,OFF-PA-10000483,63,1.25,504.0
2015-04-01,TEC-AC-10000487,40,1.17,480.0
2015-04-01,TEC-AC-10002018,58,1.63,497.1
2015-04-01,OFF-PA-10004381,44,0.83,528.0
2015-04-01,OFF-EN-10001453,49,1.07,459.4
2015-04-01,OFF-SU-10001212,42,0.83,504.0
2015-04-01,OFF-BI-10000201,74,1.67,444.0
2015-04-01,TEC-AC-10004396,56,1.87,420.0
2015-04-01,OFF-AR-10002467,60,1.44,415.4
2015-04-01,FUR-FU-10002813,63,2.62,504.0
2015-04-01,TEC-MA-10000752,74,1.87,555.0
2015-04-01,FUR-FU-10004845,69,3.27,443.6
2015-04-01,OFF-FA-10000840,61,1.44,422.3
2015-04-01,OFF-AR-10001231,70,1.56,450.0
2015-04-01,TEC-PH-10004875,37,0.93,555.0
2015-04-01,FUR-CH-10001802,55,2.33,495.0
2015-04-01,TEC-PH-10003356,61,2.02,422.3
2015-04-01,OFF-AP-10002670,33,0.67,495.0
2015-04-01,OFF-FA-10003485,93,2.0,465.0
2015-04-01,OFF-AP-10000390,40,0.83,480.0
2015-04-01,OFF-PA-10002764,84,1.67,504.0
2015-04-01,OFF-PA-10000143,60,1.33,450.0
2015-04-01,TEC-MA-10000045,106,2.8,530.0
2015-04-01,OFF-ST-10000136,87,1.67,522.0
2015-04-01,TEC-PH-10004522,64,1.71,523.6
2015-04-01,TEC-PH-10002584,39,1.21,450.0
2015-04-01,FUR-CH-10004626,63,2.66,497.4
2015-04-01,TEC-PH-10000562,70,2.1,466.7
2015-04-01,FUR-FU-10001025,82,3.97,434.1
2015-04-01,OFF-LA-10004178,65,1.33,487.5
2015-04-01,OFF-PA-10003797,95,1.83,518.2
2015-04-01,OFF-EN-10003448,74,1.5,493.3
2015-04-01,OFF-AP-10000938,104,2.0,520.0
2015-04-01,OFF-SU-10004737,96,2.17,443.1
2015-04-01,FUR-TA-10001691,32,1.4,480.0
2015-04-01,TEC-MA-10003173,84,2.33,504.0
2015-04-01,OFF-LA-10000305,63,1.33,472.5
2015-04-01,TEC-PH-10002583,39,1.12,487.5
2015-04-01,OFF-AR-10003876,67,1.5,446.7
2015-04-01,OFF-PA-10003063,65,1.67,390.0
2015-04-01,OFF-PA-10003302,72,1.61,446.9
2015-04-01,TEC-MA-10000423,63,1.87,472.5
2015-04-01,TEC-AC-10004992,51,1.4,510.0
2015-04-01,OFF-BI-10004099,78,1.67,468.0
2015-04-01,OFF-PA-10001215,93,1.89,492.4
2015-04-01,TEC-AC-10003870,75,1.98,529.4
2015-04-01,OFF-AP-10000275,101,2.0,505.0
2015-04-01,FUR-FU-10003192,67,3.15,446.7
2015-04-01,OFF-PA-10000859,49,1.0,490.0
2015-04-01,OFF-AR-10000614,77,1.67,462.0
2015-04-01,OFF-FA-10000089,91,1.67,546.0
2015-04-01,FUR-TA-10001771,92,3.85,501.8
2015-04-01,FUR-CH-10002044,63,2.45,540.0
2015-04-01,FUR-TA-10001086,77,3.64,444.2
2015-04-01,OFF-PA-10000048,26,0.33,780.0
2015-04-01,TEC-MA-10002109,32,0.93,480.0
2015-04-01,OFF-PA-10003036,35,0.92,381.8
2015-04-01,TEC-PH-10001870,31,0.93,465.0
2015-04-01,OFF-ST-10002182,76,1.78,427.5
